SI00000108,P101,5,2026,610.0,665.7,74.6,96.3,359100.0,true
SI00000107,P102,5,2026,276.9,371.1,71.6,98.6,527600.0,true
SI00000106,P103,5,2026,653.2,714.6,82.3,96.4,300200.0,true
SI00000105,P104,5,2026,600.0,832.0,77.0,103.1,1044000.0,false
SI00000104,P105,5,2026,442.1,496.3,66.8,84.4,313600.0,false
SI00000103,P106,5,2026,363.3,445.8,74.2,95.2,432500.0,true
SI00000102,P107,5,2026,644.1,884.9,58.2,68.1,917200.0,true
SI00000101,P108,5,2026,655.1,769.1,74.6,102.1,600400.0,true
SI00000100,P109,5,2026,633.1,858.1,122.9,138.4,910000.0,true
SI00000099,P110,5,2026,435.3,496.1,85.1,112.4,430400.0,true
SI00000098,P111,5,2026,751.7,983.2,71.5,84.3,909000.0,true
SI00000097,P112,5,2026,520.8,596.5,61.8,85.9,443100.0,true
SI00000096,P201,5,2026,717.3,866.2,37.7,47.2,546040.0,true
SI00000095,P202,5,2026,409.4,646.7,52.4,77.5,1055200.0,false
SI00000094,P203,5,2026,516.5,634.1,56.6,76.2,534360.0,true
SI00000093,P204,5,2026,288.0,432.5,71.7,85.0,568200.0,true
SI00000092,P205,5,2026,526.3,611.6,90.9,107.9,400900.0,true
SI00000091,P206,5,2026,359.1,582.0,92.3,114.6,969600.0,true
SI00000090,P207,5,2026,826.7,1076.4,110.1,137.5,1127800.0,true
SI00000089,P208,5,2026,742.4,855.7,50.9,70.8,521880.0,true
SI00000088,P209,5,2026,761.7,904.5,71.1,76.2,480080.0,true
SI00000087,P210,5,2026,737.4,873.4,58.2,75.0,572600.0,true
SI00000086,P211,5,2026,685.3,884.4,118.8,148.2,945400.0,true
SI00000085,P212,5,2026,681.0,886.3,83.5,89.5,736200.0,true
SI00000084,P301,5,2026,654.7,786.5,102.1,121.5,583480.0,true
SI00000083,P302,5,2026,610.4,646.3,65.1,79.0,228750.0,true
SI00000082,P303,5,2026,845.4,1048.0,120.4,126.5,726400.0,true
SI00000081,P304,5,2026,459.7,533.4,127.3,155.6,479100.0,true
SI00000080,P305,5,2026,645.8,722.0,89.3,106.8,378600.0,true
SI00000079,P306,5,2026,614.4,787.8,62.9,76.1,680600.0,true
SI00000078,P307,5,2026,779.1,920.8,119.6,139.2,621120.0,true
SI00000077,P308,5,2026,444.6,486.3,79.8,93.7,243250.0,false
SI00000076,P309,5,2026,423.9,554.7,101.4,130.4,675880.0,true
